source,target
Light Table (software),List of unit testing frameworks
Light Table (software),Microsoft Script Debugger
Light Table (software),Microsoft Script Editor
Light Table (software),Microsoft Visual Studio
Light Table (software),Microsoft Visual Studio Express
Light Table (software),Mocha (JavaScript framework)
Light Table (software),Morfik
Light Table (software),Nim (programming language)
Light Table (software),Node.js
Light Table (software),Npm (software)
Light Table (software),Opa (programming language)
Light Table (software),Opera Dragonfly
Light Table (software),PHP
Light Table (software),Package manager
Light Table (software),PhpStorm
Light Table (software),QUnit
Light Table (software),Server-side JavaScript
Light Table (software),Software framework
Light Table (software),Static code analysis
Light Table (software),Technology
Light Table (software),Transcompiler
Light Table (software),TypeScript
Light Table (software),Unit testing
Light Table (software),Unobtrusive JavaScript
Light Table (software),Visual Studio Code
Light Table (software),Wakanda (software)
Light Table (software),WebAssembly
Light Table (software),WebSharper
Light Table (software),Web Inspector
Light Table (software),Web application
Asynchronous I/O,Callback (computer programming)
Asynchronous I/O,IBM
Web SQL Database,ActiveX
Web SQL Database,Active Server Pages
Web SQL Database,Ajax (programming)
Web SQL Database,Apache HTTP Server
Web SQL Database,Apache JServ Protocol
Web SQL Database,Application programming interface
Web SQL Database,Application server
Web SQL Database,Browser Helper Object
Web SQL Database,Browser extension
Web SQL Database,Canvas element
Web SQL Database,Client-side
Web SQL Database,Client-side scripting
Web SQL Database,Common Gateway Interface
Web SQL Database,Communication protocol
Web SQL Database,Cross-origin resource sharing
Web SQL Database,DOM events
Web SQL Database,Document Object Model
Web SQL Database,Dynamic HTML
Web SQL Database,Dynamic web page
Web SQL Database,Encrypted Media Extensions
Web SQL Database,FastCGI
Web SQL Database,Gears (software)
Web SQL Database,Google Native Client
Web SQL Database,HTML5
Web SQL Database,HTML5 File API
Web SQL Database,HTML5 audio
Web SQL Database,HTML5 video
Web SQL Database,HTTP handler
Web SQL Database,Hypertext Transfer Protocol
Web SQL Database,Indexed Database API
Web SQL Database,Internet Server Application Programming Interface
Web SQL Database,JSGI
Web SQL Database,Java Portlet Specification
Web SQL Database,Java servlet
Web SQL Database,Kepler (software)
Web SQL Database,Khronos Group
Web SQL Database,List of Apache modules
Web SQL Database,List of application servers
Web SQL Database,Mashup (web application hybrid)
Web SQL Database,Media Source Extensions
Web SQL Database,Mod jk
Web SQL Database,Mod lisp
Web SQL Database,Mod mono
Web SQL Database,Mod parrot
Web SQL Database,Mod perl
Web SQL Database,Mod proxy
Web SQL Database,Mod python
Web SQL Database,Mod ruby
Web SQL Database,Mod wsgi
Web SQL Database,NPAPI
Web SQL Database,Netscape Server Application Programming Interface
Web SQL Database,Open API
Web SQL Database,Open Web Interface for .NET
Web SQL Database,Opera (web browser)
Web SQL Database,PHP
Web SQL Database,Phusion Passenger
Web SQL Database,Plack (software)
Web SQL Database,Rack (web server interface)
Web SQL Database,Rich web application
Web SQL Database,Safari (web browser)
Web SQL Database,Scalable Vector Graphics
Web SQL Database,Server-sent events
Web SQL Database,Server-side
Web SQL Database,Server-side scripting
Web SQL Database,Server Application Programming Interface
Web SQL Database,Server Side Includes
Web SQL Database,Simple Common Gateway Interface
Web SQL Database,W3C Geolocation API
Web SQL Database,WebAssembly
Web SQL Database,WebCL
Web SQL Database,WebGL
Web SQL Database,WebRTC
Web SQL Database,WebSocket
Web SQL Database,WebUSB
Web SQL Database,Web API
Web SQL Database,Web IDL
Web SQL Database,Web Messaging
Web SQL Database,Web Server Gateway Interface
Web SQL Database,Web Services for Remote Portlets
Web SQL Database,Web application
Web SQL Database,Web container
Web SQL Database,Web framework
Web SQL Database,Web resource
Web SQL Database,Web service
Web SQL Database,Web standards
Web SQL Database,Web storage
Web SQL Database,Web worker
Web SQL Database,Webhook
Web SQL Database,World Wide Web
Web SQL Database,World Wide Web Consortium
Web SQL Database,XAML Browser Applications
Web SQL Database,XMLHttpRequest
Babel (compiler),Ace (editor)
Babel (compiler),Active Server Pages
Babel (compiler),Ajax (programming)
Babel (compiler),AtScript
Babel (compiler),Atom (text editor)
Babel (compiler),Brackets (text editor)
Babel (compiler),Brendan Eich
Babel (compiler),Cascading Style Sheets
Babel (compiler),Client-side JavaScript
Babel (compiler),ClojureScript
Babel (compiler),Cloud9 IDE
Babel (compiler),CodeMirror
Babel (compiler),CoffeeScript
Babel (compiler),CommonJS
Babel (compiler),Comparison of JavaScript-based source code editors
Babel (compiler),Comparison of JavaScript engines
Babel (compiler),Comparison of JavaScript engines (DOM support)
Babel (compiler),Comparison of JavaScript frameworks
Babel (compiler),Dart (programming language)
Babel (compiler),Debugger
Babel (compiler),Document Object Model
Babel (compiler),Documentation generator
Babel (compiler),Douglas Crockford
Babel (compiler),Dynamic HTML
Babel (compiler),ESLint
Babel (compiler),Emscripten
Babel (compiler),Firebug (software)
Babel (compiler),Google Closure Compiler
Babel (compiler),Google Web Toolkit
Babel (compiler),HTML
Babel (compiler),Haxe
Babel (compiler),JSDoc
Babel (compiler),JSGI
Babel (compiler),JSHint
Babel (compiler),JSLint
Babel (compiler),JSON
Babel (compiler),Jasmine (JavaScript framework)
Babel (compiler),JavaScript
Babel (compiler),JavaScript engine
Babel (compiler),JavaScript library
Babel (compiler),JavaScript syntax
Babel (compiler),Jest (JavaScript framework)
Babel (compiler),John Resig
Babel (compiler),Koding
Babel (compiler),Komodo IDE
Babel (compiler),Light Table (software)
Babel (compiler),List of ECMAScript engines
Babel (compiler),List of Eclipse projects
Babel (compiler),List of JavaScript libraries
Babel (compiler),List of unit testing frameworks
Babel (compiler),Microsoft Script Debugger
Babel (compiler),Microsoft Script Editor
Babel (compiler),Microsoft Visual Studio
Babel (compiler),Microsoft Visual Studio Express
Babel (compiler),Mocha (JavaScript framework)
Babel (compiler),Morfik
Babel (compiler),Nim (programming language)
Babel (compiler),Node.js
Babel (compiler),Npm (software)
Babel (compiler),Opa (programming language)
Babel (compiler),Opera Dragonfly
Babel (compiler),Package manager
Babel (compiler),PhpStorm
Babel (compiler),QUnit
Babel (compiler),Server-side JavaScript
Babel (compiler),Software framework
Babel (compiler),Static code analysis
Babel (compiler),Technology
Babel (compiler),Transcompiler
Babel (compiler),TypeScript
Babel (compiler),Unit testing
Babel (compiler),Unobtrusive JavaScript
Babel (compiler),Visual Studio Code
Babel (compiler),Wakanda (software)
Babel (compiler),WebAssembly
Babel (compiler),WebSharper
Babel (compiler),Web Inspector
Babel (compiler),Web development
Java servlet,ActiveX
Java servlet,Active Server Pages
Java servlet,Ajax (programming)
Java servlet,Apache HTTP Server
Java servlet,Apache JServ Protocol
Java servlet,Application programming interface
Java servlet,Application server
Java servlet,Browser Helper Object
Java servlet,Browser extension
Java servlet,Canvas element
Java servlet,Client-side
Java servlet,Client-side scripting
Java servlet,Common Gateway Interface
Java servlet,Communication protocol
Java servlet,Cross-origin resource sharing
Java servlet,DOM events
Java servlet,Document Object Model
Java servlet,Dynamic HTML
Java servlet,Dynamic web page
Java servlet,Encrypted Media Extensions
Java servlet,FastCGI
Java servlet,Gears (software)
Java servlet,Google Native Client
Java servlet,HTML
Java servlet,HTML5 File API
Java servlet,HTML5 audio
Java servlet,HTML5 video
Java servlet,HTTP
Java servlet,HTTP/2
Java servlet,HTTP handler
Java servlet,Hypertext Transfer Protocol
Java servlet,Indexed Database API
Java servlet,International Standard Book Number
Java servlet,Internet Server Application Programming Interface
Java servlet,JSGI
Java servlet,Java Portlet Specification
Java servlet,Kepler (software)
Java servlet,Khronos Group
Java servlet,List of Apache modules
Java servlet,List of application servers
Java servlet,Mashup (web application hybrid)
Java servlet,Media Source Extensions
Java servlet,Mod jk
Java servlet,Mod lisp
Java servlet,Mod mono
Java servlet,Mod parrot
Java servlet,Mod perl
Java servlet,Mod proxy
Java servlet,Mod python
Java servlet,Mod ruby
Java servlet,Mod wsgi
Java servlet,NPAPI
Java servlet,Netscape Server Application Programming Interface
Java servlet,Open API
Java servlet,Open Web Interface for .NET
Java servlet,PHP
Java servlet,Phusion Passenger
Java servlet,Plack (software)
Java servlet,Rack (web server interface)
Java servlet,Rich web application
Java servlet,Scalable Vector Graphics
Java servlet,Server-sent events
Java servlet,Server-side
Java servlet,Server-side scripting
Java servlet,Server Application Programming Interface
Java servlet,Server Side Includes
Java servlet,Simple Common Gateway Interface
Java servlet,W3C Geolocation API
Java servlet,WebAssembly
Java servlet,WebCL
Java servlet,WebGL
Java servlet,WebRTC
Java servlet,WebSocket
Java servlet,WebUSB
Java servlet,Web API
Java servlet,Web IDL
Java servlet,Web Messaging
Java servlet,Web SQL Database
Java servlet,Web Server Gateway Interface
Java servlet,Web Services for Remote Portlets
Java servlet,Web application
Java servlet,Web container
Java servlet,Web framework
Java servlet,Web resource
Java servlet,Web server
Java servlet,Web service
Java servlet,Web standards
Java servlet,Web storage
Java servlet,Web worker
Java servlet,Webhook
Java servlet,World Wide Web Consortium
Java servlet,XAML Browser Applications
Java servlet,XML
Java servlet,XMLHttpRequest
XHTML,Apache HTTP Server
XHTML,Browser extension
XHTML,Canvas element
XHTML,Cascading Style Sheets
XHTML,Document Object Model
XHTML,Dynamic HTML
XHTML,Encrypted Media Extensions
XHTML,Filename extension
XHTML,HTML
XHTML,HTML5
XHTML,HTML5 video
XHTML,HTML element
XHTML,HTTP/2
XHTML,Hypertext Markup Language
XHTML,Hypertext Transfer Protocol
XHTML,Indexed Database API
XHTML,Integrated Authority File
XHTML,Internet Explorer
XHTML,JavaScript
XHTML,Library of Congress Control Number
XHTML,Media Source Extensions
XHTML,Microsoft Edge
XHTML,Opera (web browser)
XHTML,PHP
XHTML,Safari (web browser)
XHTML,Scalable Vector Graphics
XHTML,W3C Geolocation API
XHTML,WAI-ARIA
XHTML,WebAssembly
XHTML,WebCL
XHTML,WebGL
XHTML,WebRTC
XHTML,WebSocket
XHTML,Web storage
XHTML,World Wide Web Consortium
XHTML,XML
XHTML,XMLHttpRequest
XHTML,XSLT
CommonJS,ActionScript
CommonJS,Application programming interface
CommonJS,Brendan Eich
CommonJS,Client-side
CommonJS,Client-side JavaScript
CommonJS,CoffeeScript
CommonJS,Comparison of JavaScript engines
CommonJS,Comparison of JavaScript frameworks
CommonJS,Document Object Model
CommonJS,Douglas Crockford
CommonJS,Dynamic HTML
CommonJS,Google Web Toolkit
CommonJS,JQuery
CommonJS,JSDoc
CommonJS,JSGI
CommonJS,JSHint
CommonJS,JSLint
CommonJS,JSON
CommonJS,JavaScript
CommonJS,JavaScript engine
CommonJS,JavaScript library
CommonJS,John Resig
CommonJS,List of Ajax frameworks
CommonJS,List of ECMAScript engines
CommonJS,List of JavaScript libraries
CommonJS,Mozilla
CommonJS,Node.js
CommonJS,Npm (software)
